id;domanda;risposta_corretta;risposta_errata_1;risposta_errata_2
0309;Con riferimento alla struttura, di larga massima comune alla gran parte dei provvedimenti amministrativi scritti, il dispositivo:;Rappresenta la parte precettiva del provvedimento e contiene la concreta statuizione posta in essere dall'amministrazione.;Contiene le circostanze di fatto e quelle di diritto, delineando il quadro normativo e fattuale nel cui contesto l'atto è emanato.;Indica l'autorità emanante.
0310;Con riferimento alla struttura del provvedimento amministrativo (intestazione, preambolo, motivazione, ecc.) in quale parte è indicatal'autorità emanante?;Intestazione.;Preambolo.;Dispositivo.
0311;Con riferimento alla struttura del provvedimento amministrativo (intestazione, preambolo, motivazione, ecc.) in quale parte sono enunciate le circostanze di fatto e quelle di diritto, delineando ilquadro normativo e fattuale nel cui contesto l'atto è emanato?;Preambolo.;Dispositivo.;Intestazione.
0312;Con riferimento alla struttura del provvedimento amministrativo (intestazione, preambolo, motivazione, ecc.) quale rappresenta la parte precettiva del provvedimento e contiene la concreta statuizioneposta in essere dall'amministrazione?;Dispositivo.;Preambolo.;Intestazione.
0313;Diversi sono i criteri di classificazione dei provvedimenti amministrativi, dal punto di vista del procedimento si distinguono:;Atti procedimentali ed atti presupposti.;Atti monostrutturati e pluristrutturati.;Atti composti e atti contestuali.
0314;Diversi sono i criteri di classificazione dei provvedimentiamministrativi, dal punto di vista dei soggetti si distinguono:;Atti monostrutturati epluristrutturati.;Atti procedimentali ed attipresupposti.;Atti con un solo destinatario, atticon una pluralità di destinatari.
0315;Diversi sono i criteri di classificazione dei provvedimenti amministrativi, dal punto di vista del rapporto tra gli atti sidistinguono:;Atti composti e atti contestuali.;Atti procedimentali ed atti presupposti.;Atti con un solo destinatario, atti con una pluralità di destinatari.
0316;Diversi sono i criteri di classificazione dei provvedimenti amministrativi, dal punto di vista dei destinatari si distinguono:;Atti con un solo destinatario, atti con una pluralità di destinatari.;Atti monostrutturati e pluristrutturati.;Provvedimenti accrescitivi, provvedimento ablatori, provvedimenti sanzionatori,provvedimenti di secondo grado.
0317;Diversi sono i criteri di classificazione dei provvedimenti amministrativi, con riferimento agli effetti dell'atto la dottrina più moderna distingue:;Provvedimenti accrescitivi, provvedimenti ablatori, provvedimenti sanzionatori, provvedimenti di secondo grado.;Atti procedimentali ed atti presupposti.;Atti composti e atti contestuali.
0318;Diversi sono i criteri di classificazione dei provvedimenti amministrativi, dal punto di vista del procedimento si distinguonoatti procedimentali e atti:;Presupposti.;Pluristrutturati.;Con una pluralità di destinatari.
0319;Diversi sono i criteri di classificazione dei provvedimenti amministrativi, dal punto di vista del procedimento si distinguonoatti presupposti e atti:;Procedimentali.;Contestuali.;Con un solo destinatario.
0320;Diversi sono i criteri di classificazione dei provvedimentiamministrativi, dal punto di vista dei soggetti si distinguono atti monostrutturati e atti:;Pluristrutturati.;Procedimentali.;Con una pluralità di destinatari.
0321;Diversi sono i criteri di classificazione dei provvedimenti amministrativi, dal punto di vista dei soggetti si distinguono attipluristrutturati e atti:;Monostrutturati.;Presupposti.;Con un solo destinatario.
0322;Con riferimento ai destinatari del provvedimento, quando gli attidispongono in modo inscindibile nei confronti di tutti sono:;Atti collettivi.;Atti presupposti.;Atti complessi.
0323;Con riferimento ai destinatari del provvedimento, quando ognidestinatario è raggiunto da un effetto diverso sono:;Atti plurimi.;Atti procedimentali.;Atti di concerto.
0324;Con riferimento ai destinatari del provvedimento, quando i destinatari sono determinati solo a posteriori (es. bandi di gara) sono:;Atti generali.;Atti pluristrutturati.;Atti contestuali.
0325;Con riferimento ai destinatari del provvedimento, quando idestinatari, di regola, non sono determinati neppure a posteriori sono:;Atti regolamentari.;Atti monostrutturati.;Atti composti.
0326;Con riferimento ai rapporti esistenti tra gli autori, gli atti imputabili ad una sola amministrazione ma emanati con il consenso di un’altraamministrazione sono:;Atti di concerto.;Atti monostrutturati.;Atti con una pluralità di destinatari.
0327;Con riferimento ai rapporti esistenti tra gli autori, gli atti imputabili a più soggetti che curano il medesimo interesse pubblico, anche inposizione diversa sono:;Atti complessi.;Atti monostrutturati.;Atti con una pluralità di destinatari.
0328;Diversi sono i criteri di classificazione dei provvedimenti amministrativi, dal punto di vista del rapporto tra gli atti sidistinguono atti composti e atti:;Contestuali.;Monostrutturati.;Con un solo destinatario.
0329;Diversi sono i criteri di classificazione dei provvedimenti amministrativi, dal punto di vista del rapporto tra gli atti sidistinguono atti contestuali e atti:;Composti.;Pluristrutturati.;Procedimentali.
0330;Dal punto di vista del procedimento si distinguono atti procedimentali ed atti presupposti, gli atti procedimentali:;Sono atti che fanno parte di un procedimento amministrativo e sono preordinati all'emanazione del provvedimento finale.;Sono quegli atti che sono il risultato di procedimenti autonomi ma collegati con altri procedimenti, successivi, di cui condizionano la validità ol'efficacia.;Sono imputabili a più soggetti che curano il medesimo interesse pubblico, anche in posizione diversa.
0331;Dal punto di vista del procedimento si distinguono atti procedimentali ed atti presupposti, gli atti presupposti:;Sono quegli atti che sono il risultato di procedimenti autonomi ma collegati con altri procedimenti, successivi, di cui condizionano la validità ol'efficacia.;Sono atti che fanno parte di un procedimento amministrativo e sono preordinati all'emanazione del provvedimento finale.;Sono imputabili ad una sola amministrazione ma emanati con il consenso di un’altra amministrazione.
0332;Dal punto di vista dei soggetti si distinguono atti monostrutturati e pluristrutturati, gli atti monostrutturati sono:;Quelli emanati da un solo organo, individuale o collettivo.;Quelli imputabili a più organi.;Quelli che contengono manifestazioni di volontà distinte ed autonome ma unificate in ununico atto.
0333;Dal punto di vista dei soggetti si distinguono atti monostrutturati e pluristrutturati, gli atti pluristrutturati sono:;Quelli imputabili a più organi.;Imputabili ad una sola amministrazione ma emanati con il consenso di un’altraamministrazione.;Quelli formati da diverse manifestazioni di volontà imputabili ad organi diversi.
0334;A seconda dei rapporti esistenti tra gli autori si distinguono atti di concerto e atti complessi, gli atti di concerto:;Sono imputabili ad una sola amministrazione ma emanati con il consenso di un’altraamministrazione.;Sono imputabili a più soggetti che curano il medesimo interesse pubblico, anche in posizionediversa.;Sono quelli emanati da un solo organo, individuale o collettivo.
0335;A seconda dei rapporti esistenti tra gli autori si distinguono atti di concerto e atti complessi, gli atti complessi:;Sono imputabili a più soggetti che curano il medesimo interesse pubblico, anche in posizionediversa.;Sono imputabili ad una sola amministrazione ma emanati con il consenso di un’altraamministrazione.;Sono quegli atti emanati da un solo organo, individuale o collettivo.
0336;Dal punto di vista del rapporto tra gli atti si distinguono atti composti e atti contestuali. Gli atti composti:;Sono quelli formati da diverse manifestazioni di volontà imputabili ad organi diversi.;Sono imputabili ad una sola amministrazione ma emanati con il consenso di un’altraamministrazione.;Sono atti che fanno parte di un procedimento amministrativo e sono preordinati all'emanazione delprovvedimento finale.
0337;Dal punto di vista del rapporto tra gli atti si distinguono atti composti e atti contestuali. Gli atti contestuali:;Sono quelli che contengono manifestazioni di volontà distinte ed autonome ma unificate in ununico atto.;Sono quelli formati da diverse manifestazioni di volontà imputabili ad organi diversi.;Sono atti che fanno parte di un procedimento amministrativo e sono preordinati all'emanazione delprovvedimento finale.
0338;Con riferimento ai destinatari del provvedimento, gli atti sono collettivi:;Quando dispongono in modo inscindibile nei confronti di tutti.;Quando sono imputabili a più soggetti che curano il medesimo interesse pubblico, anche inposizione diversa.;Quando contengono manifestazioni di volontà distinte ed autonome ma unificate in un unico atto.
0339;Con riferimento ai destinatari del provvedimento, gli atti sono plurimi:;Quando ogni destinatario è raggiunto da un effetto diverso.;Quando sono emanati da un solo organo, individuale o collettivo.;Quando sono imputabili a più organi.
0340;Con riferimento ai destinatari del provvedimento, gli atti sono generali:;Quando i destinatari sono determinati solo a posteriori (es. bandi di gara).;Quando sono imputabili a più soggetti che curano il medesimo interesse pubblico, anche inposizione diversa.;Quando sono imputabili ad una sola amministrazione ma emanati con il consenso di un’altraamministrazione.
0341;Con riferimento ai destinatari del provvedimento, gli atti sono regolamentari:;Quando i destinatari, di regola, non sono determinati neppure a posteriori.;Quando fanno parte di un procedimento amministrativo e sono preordinati all'emanazione del provvedimento finale.;Quando sono il risultato di procedimenti autonomi ma collegati con altri procedimenti, successivi, di cui condizionano la validità ol'efficacia.
0342;Diversi sono i criteri di classificazione dei provvedimenti amministrativi, dal punto di vista degli effetti si distinguono:;Provvedimenti accrescitivi, provvedimenti ablatori, provvedimenti sanzionatori e provvedimenti di secondo grado.;Atti monostrutturati e pluristrutturati.;Atti con un solo destinatario, atti con una pluralità di destinatari.
0343;In relazione alla natura dell'attività esercitata, gli atti amministrativi si distinguono in:;Atti di amministrazione attiva, atti di amministrazione consultiva ed atti diamministrazione di controllo.;Atti particolari, atti plurimi, atti collettivi e atti generali.;Atti costitutivi e atti dichiarativi.
0344;In relazione alla natura dell'attività esercitata, gli atti amministrativi si distinguono in atti di amministrazione attiva, atti di amministrazione consultiva ed atti di amministrazione di controllo. Iprovvedimenti:;Sono atti di amministrazione attiva.;Sono atti di amministrazione consultiva.;Sono atti di amministrazione di controllo.
0345;Sono atti di amministrazione attiva:;Gli atti diretti a soddisfare immediatamente gli interessi propri della pubblicaamministrazione.;Gli atti diretti a sindacare, sotto il profilo della legittimità o del merito, l'operatodell'amministrazione attiva.;Gli atti tendenti ad illuminare, mediante consigli tecnici, giuridici o economici, gli organi diamministrazione attiva.
