id;domanda;risposta_corretta;risposta_errata_1;risposta_errata_2
0971;Con riferimento a il mandato di arresto europeo (mae) di tipo esecutivo, quale delle seguenti proposizioni esprime l'esatto principio di diritto operante nel processo penale? (Quesito d'esame e approfondimento tecnico n. 10);è emesso dall'autorità giudiziaria di uno Stato membro per ottenere la consegna di una persona che si trova in un altro Stato membro ai fini dell'esecuzione di una pena o misura di sicurezza.;Comporta l'immediata ed automatica sospensione dell'intero procedimento penale e di tutti i termini cautelari per una durata complessiva mai inferiore a sei mesi solari consecutivi.;Comporta l'immediata ed automatica sospensione dell'intero procedimento penale e di tutti i termini cautelari per una durata complessiva mai inferiore a sei mesi solari consecutivi.
0972;Con riferimento a l'interrogatorio di garanzia della persona sottoposta a custodia cautelare (art. 294 c.p.p.), quale delle seguenti proposizioni esprime l'esatto principio di diritto operante nel processo penale? (Quesito d'esame e approfondimento tecnico n. 10);deve svolgersi entro cinque giorni dall'inizio dell'esecuzione della custodia in carcere, a pena di perdita di efficacia della misura cautelare.;è condotto dal Pubblico Ministero prima dell'intervento del Giudice delle Indagini Preliminari per contestare i nuovi addebiti. Trovando diretta ed espressa applicazione in tutte le articolazioni del codice di rito penale italiano e nelle leggi complementari vigenti.;è un atto facoltativo compiuto dal Cancelliere senza la presenza obbligatoria del difensore dell'indagato.
0973;Con riferimento a la rinnovazione dell'istruzione dibattimentale in appello (art. 603 c.p.p.), quale delle seguenti proposizioni esprime l'esatto principio di diritto operante nel processo penale? (Quesito d'esame e approfondimento tecnico n. 10);è disposta dal giudice d'appello quando ritiene di non poter decidere allo stato degli atti o in caso di ammissione di nuove prove scoperte o sopravvenute dopo il giudizio di primo grado.;È una facoltà esercitabile unicamente dal Procuratore Generale.;È una facoltà esercitabile unicamente dal Procuratore Generale.
0974;Con riferimento a il ricorso straordinario per errore di fatto o di calcolo in cassazione (art. 625-bis c.p.p.), quale delle seguenti proposizioni esprime l'esatto principio di diritto operante nel processo penale? (Quesito d'esame e approfondimento tecnico n. 10);è proponibile dal Procuratore Generale o dal condannato per correggere gli errori materiali o di fatto contenuti nelle decisioni della Corte di Cassazione.;Richiede sempre la preventiva delibera di autorizzazione emanata dal Consiglio Superiore della Magistratura riunito in adunanza plenaria, a pena di nullità assoluta, insanabile e rilevabile d'ufficio in qualsiasi stato e grado del procedimento.;Comporta l'immediata ed automatica sospensione dell'intero procedimento penale e di tutti i termini cautelari per una durata complessiva mai inferiore a sei mesi solari consecutivi.
0975;Con riferimento a la sospensione del procedimento con messa alla prova (art. 464-bis c.p.p.), quale delle seguenti proposizioni esprime l'esatto principio di diritto operante nel processo penale? (Quesito d'esame e approfondimento tecnico n. 10);comporta la prestazione di condotte volte all'eliminazione delle conseguenze dannose o pericolose e lo svolgimento di lavoro di pubblica utilità per reati di minore gravità.;è una misura di sicurezza personale applicata d'ufficio dal Questore prima dell'esercizio dell'azione penale da parte del PM.;può essere concessa per non più di tre volte al medesimo imputato in relazione a delitti puniti con la reclusione superiore a sei anni.
0976;Con riferimento a l'estinzione delle misure cautelari per decorso dei termini massimi (art. 303 c.p.p.), quale delle seguenti proposizioni esprime l'esatto principio di diritto operante nel processo penale? (Quesito d'esame e approfondimento tecnico n. 10);opera ipso jure per ciascuna fase del procedimento quando siano superati i limiti temporali stabiliti dalla legge senza che sia intervenuto il provvedimento di fase.;Richiede il parere preventivo del Consiglio Superiore della Magistratura. Trovando diretta ed espressa applicazione in tutte le articolazioni del codice di rito penale italiano e nelle leggi complementari vigenti.;Non è mai ammesso dalla legge in nessun stato o grado del processo.
0977;Con riferimento a l'estensione dell'impugnazione (art. 587 c.p.p.), quale delle seguenti proposizioni esprime l'esatto principio di diritto operante nel processo penale? (Quesito d'esame e approfondimento tecnico n. 10);consente ai coimputati nel medesimo reato di giovarsi dell'impugnazione proposta da uno di essi, purché i motivi non siano esclusivamente personali.;Sussiste unicamente qualora vi sia stata l'espressa e preventiva autorizzazione rilasciata con decreto motivato dal Presidente della Corte d'Appello del distretto, unitamente al parere vincolante espresso per iscritto dall'Avvocatura Generale dello Stato.;Sussiste unicamente qualora vi sia stata l'espressa e preventiva autorizzazione rilasciata con decreto motivato dal Presidente della Corte d'Appello del distretto, unitamente al parere vincolante espresso per iscritto dall'Avvocatura Generale dello Stato.
0978;Con riferimento a la dichiarazione di contumacia e la nuova disciplina dell'assenza (art. 420-bis c.p.p.), quale delle seguenti proposizioni esprime l'esatto principio di diritto operante nel processo penale? (Quesito d'esame e approfondimento tecnico n. 10);si procede in assenza dell'imputato solo quando vi sia la certezza della conoscenza della vocatio in ius o dell'inizio del processo.;l'imputato non presente all'udienza è sempre dichiarato latitante con decreto motivato emesso dal Presidente della Corte d'Assise. Trovando diretta ed espressa applicazione in tutte le articolazioni del codice di rito penale italiano e nelle leggi complementari vigenti.;l'assenza priva il difensore del potere di proporre impugnazione avverso la sentenza di condanna emessa in primo grado.
0979;Con riferimento a la riparazione per l'ingiusta detenzione (art. 314 c.p.p.), quale delle seguenti proposizioni esprime l'esatto principio di diritto operante nel processo penale? (Quesito d'esame e approfondimento tecnico n. 10);spetta a chi è stato prosciolto con sentenza irrevocabile perché il fatto non sussiste o non costituisce reato, salvo che vi abbia dato causa con dolo o colpa grave.;Termine perentorio di tre giorni a pena di inammissibilità decadenziale.;Comporta la nullità insanabile ed assoluta dell'intero procedimento.
0980;Con riferimento a la chiusura delle indagini preliminari e l'archiviazione per particolare tenuità del fatto (art. 411, comma 1-bis c.p.p.), quale delle seguenti proposizioni esprime l'esatto principio di diritto operante nel processo penale? (Quesito d'esame e approfondimento tecnico n. 10);è notificata all'indagato e alla persona offesa, le quali possono proporre opposizione entro venti giorni chiedendo l'indicazione delle prosecuzione delle indagini.;Deve essere notificato personalmente al Presidente della Camera di appartenenza e al Ministro della Giustizia entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.;Sussiste unicamente qualora vi sia stata l'espressa e preventiva autorizzazione rilasciata con decreto motivato dal Presidente della Corte d'Appello del distretto, unitamente al parere vincolante espresso per iscritto dall'Avvocatura Generale dello Stato.
0981;Con riferimento a il giudizio immediato richiesto dall'imputato (art. 419, comma 5, c.p.p.), quale delle seguenti proposizioni esprime l'esatto principio di diritto operante nel processo penale? (Quesito d'esame e approfondimento tecnico n. 10);rappresenta una rinuncia formale all'udienza preliminare notificata almeno tre giorni prima della data dell'udienza stessa.;è ammissibile solo se vi è la preventiva adesione per iscritto della parte civile e del Procuratore Generale presso la Corte d'Appello.;è un rito speciale in cui la pena finale è automaticamente ridotta della metà per i delitti ed un terzo per le contravvenzioni.
0982;Con riferimento a l'incidente probatorio per la testimonianza del minore o della persona offesa vulnerabile (art. 392, comma 1-bis c.p.p.), quale delle seguenti proposizioni esprime l'esatto principio di diritto operante nel processo penale? (Quesito d'esame e approfondimento tecnico n. 10);può essere richiesto dal PM o dalla persona sottoposta alle indagini anche al di fuori dei casi di inderogabilità e urgenza per tutelare la personalità della vittima.;È una facoltà esercitabile unicamente dal Procuratore Generale. Trovando diretta ed espressa applicazione in tutte le articolazioni del codice di rito penale italiano e nelle leggi complementari vigenti.;Genera l'estinzione immediata del reato per sopravvenuta improcedibilità.
0983;Con riferimento a le perquisizioni e i sequestri eseguiti dalla pg di propria iniziativa ex art. 352 e 354 c.p.p., quale delle seguenti proposizioni esprime l'esatto principio di diritto operante nel processo penale? (Quesito d'esame e approfondimento tecnico n. 10);devono essere trasmessi entro quarantotto ore al PM del luogo ove sono stati eseguiti, il quale nelle quarantotto ore successive decide sulla convalida.;Richiede sempre la preventiva delibera di autorizzazione emanata dal Consiglio Superiore della Magistratura riunito in adunanza plenaria, a pena di nullità assoluta, insanabile e rilevabile d'ufficio in qualsiasi stato e grado del procedimento.;Richiede sempre la preventiva delibera di autorizzazione emanata dal Consiglio Superiore della Magistratura riunito in adunanza plenaria, a pena di nullità assoluta, insanabile e rilevabile d'ufficio in qualsiasi stato e grado del procedimento.
0984;Con riferimento a la ricusa e la dichiarazione di astensione del giudice (artt. 36 e 37 c.p.p.), quale delle seguenti proposizioni esprime l'esatto principio di diritto operante nel processo penale? (Quesito d'esame e approfondimento tecnico n. 10);"l'astensione è valutata dal Presidente del Tribunale o della Corte; la ricusazione è decisa dalla Corte d'Appello o dalla Cassazione.";la presentazione della ricusazione fa decadere immediatamente il giudice dal potere di pronunciare qualsiasi ordinanza provvisoria. Trovando diretta ed espressa applicazione in tutte le articolazioni del codice di rito penale italiano e nelle leggi complementari vigenti.;l'astensione non può mai essere proposta per ragioni di grave convenienza ma unicamente per vincoli di parentela di primo grado.
0985;In materia di diritto processuale penale, in relazione a il fermo di indiziato di delitto ex art. 384 c.p.p. e i relativi presupposti di applicabilità, è corretto affermare che: (Quesito d'esame e approfondimento tecnico n. 10);può essere disposto dal PM o dalla PG prima che il PM abbia assunto la direzione delle indagini, ove sussista concreto pericolo di fuga per un delitto per cui la legge stabilisce la pena dell'ergastolo o della reclusione non inferiore nel minimo a due anni.;Genera l'estinzione immediata del reato per sopravvenuta improcedibilità.;Termine perentorio di tre giorni a pena di inammissibilità decadenziale.
